mutant-id|timeToExecute|0-sha1 node|1-sha1 browser|2-v5|3-uuids with current time|4-uuids with time option|5-msec|6-exception thrown when > 10k ids created in 1ms|7-clock regression by msec|8-clock regression by nsec|9-explicit options product expected id|10-ids spanning 1ms boundary are 100ns apart
MUTANT 772|1414ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 773|1440ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 774|1456ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 775|1330ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 776|1354ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 777|1401ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 778|1451ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 780|1403ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 779|1483ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 781|1379ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 782|1506ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 783|1383ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 784|1405ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 785|1337ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 786|1382ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 787|1453ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 788|1463ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 789|1406ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 790|1710ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 791|1622ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 792|1666ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 793|1653ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 794|1468ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 795|1411ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 796|1432ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 797|1402ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 798|1356ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 799|1340ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 800|1402ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 801|1398ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 802|1427ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 803|1422ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 804|1416ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 805|1452ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 806|1382ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 807|1504ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 808|1395ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 809|1435ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 810|1384ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 811|1402ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 812|1412ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 813|1416ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 814|1447ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 815|1369ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 816|1397ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 817|1409ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 818|1409ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 819|1374ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 820|1451ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 821|1445ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 822|1382ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 823|1393ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 824|1446ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 825|1444ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 826|1379ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 827|1400ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 828|1377ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 829|1421ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 830|1409ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 831|1400ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 832|1414ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 833|1474ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 834|1460ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 835|1452ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 836|1454ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 837|1383ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 838|1662ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 839|1832ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 840|1742ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 841|1660ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 842|1507ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 843|1501ms|1|1|0|1|1|1|1|1|1|1|1
MUTANT 844|1403ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 845|1483ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 846|1373ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 847|1395ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 848|1359ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 849|1444ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 850|1362ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 852|1447ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 851|1506ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 853|1425ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 854|1544ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 855|1335ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 856|1403ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 857|1398ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 858|1358ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 859|1393ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 860|1505ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 861|1394ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 862|1568ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 864|1356ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 863|1634ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 865|1543ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 866|1392ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 868|1353ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 867|1414ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 869|1457ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 870|1439ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 872|1345ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 871|1403ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 873|1448ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 874|1405ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 875|1422ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 876|1406ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 877|1429ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 878|1406ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 879|1390ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 880|1366ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 881|1436ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 882|1367ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 884|1358ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 883|1425ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 885|1371ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 886|1311ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 887|1360ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 888|1405ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 889|1407ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 890|1347ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 891|1473ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 892|1480ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 893|1472ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 894|1412ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 895|1434ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 896|1370ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 897|1421ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 898|1425ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 900|1359ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 899|1426ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 901|1369ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 902|1408ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 903|1387ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 904|1377ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 905|1428ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 906|1403ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 908|1355ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 907|1376ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 909|1440ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 910|1385ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 912|1262ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 911|1287ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 914|1311ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 916|1311ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 913|1334ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 915|1461ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 918|1470ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 917|1538ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 919|1621ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 920|1633ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 921|1370ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 922|1376ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 923|1391ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 924|1383ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 926|1331ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 925|1415ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 927|1387ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 928|1404ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 930|1334ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 929|1380ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 931|1403ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 932|1498ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 934|1441ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 933|1482ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 935|1541ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 936|1501ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 938|1342ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 937|1357ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 939|1434ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 940|1386ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 941|1280ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 942|1368ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 943|1389ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 944|1363ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 945|1440ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 946|1363ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 947|1436ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 948|1316ms|0|1|1|1|1|1|1|1|1|1|1
MUTANT 949|973ms|0|1|1|1|1|1|1|1|1|1|1
